행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),년,월
1105059,광진구,능동,1,70,146.88,33.04,5.47,4.48,1.27,4.93,5.8,0.27,3.76,3.68,1.59,4.31,2023,11
1105059,광진구,능동,1,75,229.13,48.63,3.95,6.76,7.5,3.78,5.8,0.46,5.32,2.6,7.22,11.48,2023,11
1105059,광진구,능동,2,20,428.0,228.88,11.2,15.58,27.67,16.08,4.24,12.88,14.18,10.67,15.54,2.1,2023,11
1105059,광진구,능동,2,25,860.0,460.67,32.83,27.54,46.34,22.45,8.87,33.65,19.79,32.77,52.66,8.79,2023,11
1105059,광진구,능동,2,30,854.0,381.6,22.01,29.47,30.2,32.77,22.16,34.78,32.15,34.95,41.18,19.21,2023,11
1105059,광진구,능동,2,35,536.0,217.45,11.57,21.45,8.79,22.14,4.44,16.47,13.0,16.96,28.21,4.4,2023,11
1105059,광진구,능동,2,40,389.0,104.84,8.06,12.1,8.73,9.55,11.54,6.68,8.97,9.14,12.55,10.0,2023,11
1105059,광진구,능동,2,45,399.0,103.08,5.55,15.44,4.98,10.62,5.94,6.03,9.34,11.06,9.5,1.96,2023,11
1105059,광진구,능동,2,50,377.0,61.08,4.42,7.71,4.62,4.97,6.49,3.1,5.06,4.7,10.55,12.87,2023,11
1105059,광진구,능동,2,55,435.0,77.16,4.84,7.93,7.35,9.61,12.74,2.73,9.42,9.57,8.48,18.94,2023,11
1105059,광진구,능동,2,60,325.0,59.71,5.37,8.21,5.0,5.75,3.48,1.69,7.08,5.72,4.38,1.73,2023,11
1105059,광진구,능동,2,65,276.0,70.14,4.13,8.7,9.64,7.54,2.99,0.69,7.31,11.8,8.18,7.41,2023,11
1105059,광진구,능동,2,70,168.13,36.62,6.05,7.85,0.6,4.92,4.21,0.27,5.0,3.17,2.69,5.57,2023,11
1105059,광진구,능동,2,75,267.87,71.16,5.16,13.33,4.01,8.47,8.43,0.32,7.54,7.38,6.58,11.14,2023,11
1105060,광진구,구의1동,1,20,777.0,320.45,40.42,46.84,25.51,37.61,19.29,13.27,38.26,17.12,21.13,19.11,2023,11
1105060,광진구,구의1동,1,25,1171.0,525.07,42.96,75.87,49.52,65.59,36.95,32.27,67.73,65.29,84.1,32.04,2023,11
1105060,광진구,구의1동,1,30,1335.0,621.81,69.15,76.53,41.88,54.45,38.79,51.85,53.22,70.14,76.23,43.24,2023,11
1105060,광진구,구의1동,1,35,972.0,422.46,50.8,64.06,40.15,43.76,37.86,33.93,45.51,45.5,40.26,37.52,2023,11
1105060,광진구,구의1동,1,40,924.0,274.13,27.29,33.56,31.66,24.99,16.2,18.05,25.42,34.48,43.49,16.05,2023,11
1105060,광진구,구의1동,1,45,872.0,255.22,37.41,33.0,23.25,28.3,27.12,14.61,24.09,27.59,20.92,33.08,2023,11
1105060,광진구,구의1동,1,50,880.0,170.12,21.45,26.94,18.12,19.2,21.74,6.89,16.84,21.42,28.78,26.93,2023,11
1105060,광진구,구의1동,1,55,773.0,151.06,25.23,21.96,16.49,17.46,24.13,5.37,19.28,19.23,11.15,17.94,2023,11
1105060,광진구,구의1동,1,60,580.0,115.97,14.98,17.07,12.02,13.74,18.96,3.47,11.24,13.08,5.56,14.09,2023,11
1105060,광진구,구의1동,1,65,427.0,86.42,9.26,12.49,15.52,7.52,9.82,1.09,7.92,7.22,13.06,5.56,2023,11
1105060,광진구,구의1동,1,70,295.81,60.64,10.01,9.9,1.98,6.39,11.54,0.48,8.45,5.72,5.95,11.43,2023,11
1105060,광진구,구의1동,1,75,436.19,106.51,11.93,17.32,16.1,6.85,11.54,0.68,16.64,6.44,9.06,8.17,2023,11
1105060,광진구,구의1동,2,20,911.0,422.33,35.39,39.99,37.14,40.22,16.9,22.58,30.15,27.39,30.67,14.35,2023,11
1105060,광진구,구의1동,2,25,1397.0,666.77,39.39,59.77,53.08,57.13,22.79,42.9,48.83,81.9,63.86,22.58,2023,11
1105060,광진구,구의1동,2,30,1290.0,589.92,42.16,62.54,47.61,42.66,18.67,46.54,41.06,51.65,57.27,7.92,2023,11
1105060,광진구,구의1동,2,35,977.0,414.11,21.61,62.96,30.5,49.24,17.21,25.95,35.07,38.23,57.08,24.35,2023,11
1105060,광진구,구의1동,2,40,883.0,261.64,21.05,46.74,15.33,39.77,18.93,12.07,30.21,29.56,42.26,15.01,2023,11
1105060,광진구,구의1동,2,45,914.0,263.99,17.22,52.85,17.01,28.42,14.57,10.32,27.18,31.12,20.59,18.56,2023,11
1105060,광진구,구의1동,2,50,979.0,176.51,16.39,30.77,11.46,25.26,15.71,5.94,26.48,19.05,22.97,22.25,2023,11
1105060,광진구,구의1동,2,55,916.0,171.48,13.47,29.14,15.53,22.34,26.71,4.71,18.36,15.4,19.57,31.27,2023,11
1105060,광진구,구의1동,2,60,651.0,135.27,12.84,24.43,10.09,22.38,17.65,2.83,16.68,12.87,7.5,19.08,2023,11
1105060,광진구,구의1동,2,65,551.0,120.14,7.9,23.96,18.09,9.96,10.0,1.03,10.14,13.68,17.78,13.21,2023,11
1105060,광진구,구의1동,2,70,329.0,76.58,7.92,22.03,1.3,13.27,15.79,0.39,12.21,11.95,4.91,24.18,2023,11
1105060,광진구,구의1동,2,75,559.0,159.39,18.6,38.98,15.58,25.15,28.7,0.52,26.77,17.72,14.02,49.78,2023,11
1105061,광진구,구의2동,1,20,814.0,109.73,16.16,20.3,6.18,13.97,39.15,11.08,17.26,6.95,5.68,15.51,2023,11
1105061,광진구,구의2동,1,25,866.0,134.45,15.29,20.31,7.55,14.63,29.91,21.81,16.38,16.99,15.65,42.8,2023,11
1105061,광진구,구의2동,1,30,1079.0,191.9,21.03,21.66,22.51,15.65,13.3,49.15,15.36,20.03,20.83,13.18,2023,11
1105061,광진구,구의2동,1,35,1020.0,159.79,18.11,14.52,12.57,13.58,31.63,41.37,17.16,12.12,17.94,28.21,2023,11
1105061,광진구,구의2동,1,40,1028.0,136.38,17.12,8.52,15.04,9.41,19.35,23.74,10.81,12.08,17.27,14.38,2023,11
1105061,광진구,구의2동,1,45,1009.0,129.78,13.14,9.86,12.37,8.09,19.7,19.43,8.84,14.31,6.82,17.08,2023,11
1105061,광진구,구의2동,1,50,969.0,99.32,11.88,7.73,10.92,7.78,26.77,9.78,7.31,10.73,18.38,20.4,2023,11
1105061,광진구,구의2동,1,55,922.0,105.37,13.41,10.16,10.38,9.84,21.79,7.23,10.89,11.29,6.87,15.7,2023,11
1105061,광진구,구의2동,1,60,758.0,91.68,9.79,9.08,8.52,7.14,15.6,5.11,7.04,9.55,5.54,13.53,2023,11
1105061,광진구,구의2동,1,65,592.0,91.73,8.17,7.83,17.76,4.95,8.89,2.2,7.43,5.71,11.06,10.58,2023,11
1105061,광진구,구의2동,1,70,361.49,57.24,9.96,7.24,1.6,5.41,13.78,0.76,7.34,3.59,3.74,11.94,2023,11
1105061,광진구,구의2동,1,75,471.51,151.47,9.83,17.73,14.58,11.5,10.34,0.83,15.96,8.33,13.53,6.83,2023,11
1105061,광진구,구의2동,2,20,781.0,128.44,18.41,17.07,9.1,13.48,16.66,16.91,11.6,5.16,7.51,13.21,2023,11
1105061,광진구,구의2동,2,25,896.0,161.0,11.2,13.5,17.71,13.94,12.62,28.31,10.36,20.81,18.31,15.63,2023,11
1105061,광진구,구의2동,2,30,1019.0,174.6,10.7,12.01,16.69,11.32,9.98,39.0,12.61,14.49,15.62,6.59,2023,11
1105061,광진구,구의2동,2,35,961.0,139.71,9.93,10.74,7.36,11.88,11.52,29.15,9.26,11.43,11.88,11.41,2023,11
1105061,광진구,구의2동,2,40,1091.0,139.39,9.33,12.28,8.62,11.52,21.47,17.78,10.85,13.77,14.91,9.46,2023,11
1105061,광진구,구의2동,2,45,1041.0,130.28,7.89,15.16,8.64,13.76,11.41,15.78,9.06,14.24,10.33,11.31,2023,11
1105061,광진구,구의2동,2,50,1081.0,123.1,9.44,10.72,10.96,10.62,6.29,8.09,10.11,12.37,18.0,8.31,2023,11
1105061,광진구,구의2동,2,55,1045.0,122.64,6.56,8.87,8.91,7.85,11.8,6.96,4.52,13.28,11.64,7.01,2023,11
1105061,광진구,구의2동,2,60,857.0,103.9,6.78,10.4,7.62,11.63,13.66,4.97,9.33,7.13,7.18,9.68,2023,11
1105061,광진구,구의2동,2,65,623.0,117.08,8.21,14.17,17.89,13.0,10.67,1.54,11.57,17.52,17.66,15.1,2023,11
1105061,광진구,구의2동,2,70,439.21,79.61,6.85,15.01,2.15,11.92,15.66,0.72,11.22,7.12,5.25,17.23,2023,11
1105061,광진구,구의2동,2,75,703.79,265.21,30.43,39.62,26.86,36.56,26.09,1.03,38.46,27.14,23.73,24.12,2023,11
1105062,광진구,구의3동,1,20,996.0,164.15,17.77,17.08,13.0,15.74,12.13,16.17,21.78,7.52,11.08,24.02,2023,11
1105062,광진구,구의3동,1,25,1117.0,214.6,24.87,14.27,12.87,17.57,37.43,35.36,23.64,25.95,28.16,40.19,2023,11
1105062,광진구,구의3동,1,30,1246.0,281.62,30.12,22.58,32.29,27.6,20.09,58.86,29.96,27.48,36.19,25.6,2023,11
1105062,광진구,구의3동,1,35,1113.0,221.75,33.38,22.76,18.43,23.96,34.92,50.37,26.29,15.9,19.94,32.12,2023,11
1105062,광진구,구의3동,1,40,1092.0,110.9,15.72,9.66,11.7,8.99,38.67,25.54,11.53,8.95,14.36,38.31,2023,11
1105062,광진구,구의3동,1,45,1154.0,114.19,13.38,7.93,9.54,8.4,22.44,29.01,8.76,10.45,8.69,24.47,2023,11
1105062,광진구,구의3동,1,50,1168.0,83.85,10.93,5.86,7.42,5.17,27.86,15.27,6.54,6.4,15.01,22.09,2023,11
1105062,광진구,구의3동,1,55,1160.0,84.02,7.01,4.66,7.08,4.23,14.91,13.87,4.16,7.84,9.81,23.21,2023,11
1105062,광진구,구의3동,1,60,792.0,59.4,6.22,3.35,4.3,2.74,13.44,7.8,3.51,4.5,2.34,8.32,2023,11
1105062,광진구,구의3동,1,65,587.0,68.32,5.38,3.43,16.44,2.57,11.7,3.51,3.93,1.6,7.82,7.24,2023,11
1105062,광진구,구의3동,1,70,376.58,46.16,5.75,2.82,1.84,2.91,5.58,1.42,4.44,1.77,4.02,5.53,2023,11
1105062,광진구,구의3동,1,75,488.42,115.26,7.81,9.35,19.61,6.23,8.37,1.48,7.92,4.03,9.35,9.68,2023,11
1105062,광진구,구의3동,2,20,968.0,181.13,19.85,24.19,12.33,12.49,15.34,16.79,13.81,10.81,7.87,18.25,2023,11
1105062,광진구,구의3동,2,25,1194.0,260.67,20.65,18.58,24.01,19.77,19.72,45.94,23.66,23.73,36.7,27.91,2023,11
1105062,광진구,구의3동,2,30,1258.0,273.74,19.19,21.61,23.02,25.58,22.32,53.03,25.36,18.94,23.08,25.27,2023,11
1105062,광진구,구의3동,2,35,1097.0,209.35,10.69,13.87,10.56,19.23,24.94,40.3,16.24,13.85,15.67,11.24,2023,11
1105062,광진구,구의3동,2,40,1217.0,120.39,7.98,9.3,6.07,12.14,23.03,21.86,9.77,9.36,12.37,18.68,2023,11
1105062,광진구,구의3동,2,45,1366.0,128.9,8.68,9.79,6.03,12.58,22.66,21.87,10.97,9.61,10.23,27.44,2023,11
1105062,광진구,구의3동,2,50,1302.0,94.01,5.27,5.53,4.8,7.04,21.39,11.19,6.08,5.55,14.16,21.2,2023,11
1105062,광진구,구의3동,2,55,1253.0,96.14,8.1,7.34,6.7,7.75,19.88,8.91,7.34,6.28,8.58,17.24,2023,11
1105062,광진구,구의3동,2,60,854.0,68.31,5.79,5.99,3.86,6.19,15.34,5.17,7.08,6.16,2.67,13.51,2023,11
1105062,광진구,구의3동,2,65,597.0,86.69,4.25,7.3,9.67,6.51,5.94,1.94,5.8,7.5,9.9,7.35,2023,11
1105062,광진구,구의3동,2,70,453.05,67.27,6.02,8.93,0.71,7.84,8.21,1.01,7.51,7.57,3.82,14.65,2023,11
1105062,광진구,구의3동,2,75,627.95,174.0,13.93,19.59,15.1,16.78,16.43,1.28,17.07,8.57,12.02,19.53,2023,11
1105063,광진구,광장동,1,20,1144.0,37.97,5.3,4.3,2.49,3.93,44.46,20.78,5.16,1.52,2.1,36.05,2023,11
1105063,광진구,광장동,1,25,973.0,36.15,3.57,1.96,2.2,2.56,30.36,28.83,3.15,4.88,3.09,36.1,2023,11
1105063,광진구,광장동,1,30,947.0,61.49,6.96,4.24,6.88,4.95,24.82,53.18,4.65,5.88,3.94,21.51,2023,11
1105063,광진구,광장동,1,35,1081.0,65.98,8.42,2.91,6.2,5.06,19.18,60.15,7.24,4.09,5.56,24.43,2023,11
1105063,광진구,광장동,1,40,1829.0,51.25,6.0,2.16,4.86,2.87,45.16,53.98,3.73,3.26,6.44,32.82,2023,11
1105063,광진구,광장동,1,45,1974.0,50.9,5.28,1.24,4.59,2.01,19.98,55.07,2.79,2.36,3.91,22.29,2023,11
1105063,광진구,광장동,1,50,1518.0,66.71,6.1,1.5,4.96,2.37,12.45,23.51,3.24,4.64,12.47,10.58,2023,11
1105063,광진구,광장동,1,55,1068.0,47.41,3.27,1.12,3.23,1.43,6.38,15.9,1.64,4.53,5.17,4.22,2023,11
1105063,광진구,광장동,1,60,752.0,35.86,2.83,1.19,3.39,1.31,9.11,7.86,1.59,1.39,1.11,7.22,2023,11
1105063,광진구,광장동,1,65,444.0,40.15,3.07,0.59,8.06,1.93,5.94,2.8,2.27,1.01,5.98,1.17,2023,11
1105063,광진구,광장동,1,70,368.57,31.23,2.68,0.52,0.28,1.35,3.36,1.81,1.37,0.4,1.53,3.33,2023,11
1105063,광진구,광장동,1,75,520.43,122.67,8.62,2.91,25.16,6.0,5.05,2.55,6.87,2.24,9.31,3.33,2023,11
1105063,광진구,광장동,2,20,1103.0,42.84,3.32,2.58,2.43,2.36,16.73,24.28,2.08,1.83,1.59,13.82,2023,11
1105063,광진구,광장동,2,25,893.0,38.55,2.14,1.52,2.37,2.29,5.91,33.21,2.09,3.84,2.75,5.85,2023,11
1105063,광진구,광장동,2,30,963.0,60.09,4.82,2.92,4.77,4.42,10.2,47.25,4.9,5.4,4.16,10.11,2023,11
1105063,광진구,광장동,2,35,1438.0,78.18,5.49,4.43,2.62,8.47,16.49,56.85,5.86,5.4,5.96,29.41,2023,11
1105063,광진구,광장동,2,40,2275.0,59.37,2.54,2.69,2.93,5.01,24.68,44.52,3.3,4.31,6.51,29.89,2023,11
1105063,광진구,광장동,2,45,1936.0,49.49,1.97,2.29,1.5,4.09,26.7,33.53,3.39,3.0,2.67,24.25,2023,11
1105063,광진구,광장동,2,50,1358.0,62.34,3.43,2.66,2.52,4.73,8.78,11.75,4.19,3.87,6.63,13.93,2023,11
1105063,광진구,광장동,2,55,1038.0,49.17,2.05,1.99,2.8,3.37,14.62,8.87,2.95,3.45,4.26,16.56,2023,11
1105063,광진구,광장동,2,60,711.0,35.93,2.84,2.95,1.7,3.21,5.17,4.42,3.27,2.62,1.28,10.24,2023,11
1105063,광진구,광장동,2,65,474.0,50.55,2.51,1.47,5.74,3.66,10.03,1.62,3.34,2.89,6.15,7.45,2023,11
1105063,광진구,광장동,2,70,458.0,46.05,3.92,2.0,0.0,2.44,9.86,0.95,3.24,2.24,2.33,3.91,2023,11
1105063,광진구,광장동,2,75,784.0,224.7,18.42,3.62,20.96,18.17,9.86,2.22,9.79,12.77,22.12,3.91,2023,11
1105064,광진구,자양1동,1,20,824.0,293.36,43.54,48.78,25.09,50.35,25.79,16.24,45.94,15.56,35.94,25.55,2023,11
1105064,광진구,자양1동,1,25,1059.0,369.44,36.4,39.53,30.82,45.78,39.23,27.99,47.6,43.6,53.57,35.89,2023,11
1105064,광진구,자양1동,1,30,1173.0,399.18,53.5,46.94,45.31,32.91,39.78,49.15,42.79,52.79,38.8,45.05,2023,11
1105064,광진구,자양1동,1,35,1022.0,321.19,49.39,49.62,30.5,36.44,33.15,36.14,37.08,35.3,31.6,36.13,2023,11
1105064,광진구,자양1동,1,40,910.0,170.89,27.32,30.02,18.5,28.57,46.36,15.16,28.08,21.69,21.55,35.13,2023,11
1105064,광진구,자양1동,1,45,913.0,159.53,15.45,21.28,12.21,18.59,30.7,15.81,18.05,17.66,16.62,35.47,2023,11
1105064,광진구,자양1동,1,50,1004.0,145.73,19.79,18.35,14.87,13.17,27.0,8.72,13.4,22.54,20.02,32.7,2023,11
1105064,광진구,자양1동,1,55,896.0,150.12,16.41,18.34,19.55,13.39,20.41,6.19,12.22,21.15,15.3,25.99,2023,11
1105064,광진구,자양1동,1,60,698.0,119.19,16.47,17.46,14.73,18.77,18.6,3.71,16.04,11.96,6.61,25.35,2023,11
1105064,광진구,자양1동,1,65,429.0,86.93,9.61,12.86,15.47,12.26,14.22,1.34,12.47,7.12,10.57,21.13,2023,11
1105064,광진구,자양1동,1,70,276.39,53.96,9.73,8.66,1.15,6.34,10.09,0.53,9.48,3.71,1.93,12.0,2023,11
1105064,광진구,자양1동,1,75,501.61,155.13,17.88,21.73,20.72,16.53,24.23,0.9,24.62,12.34,20.77,20.0,2023,11
1105064,광진구,자양1동,2,20,898.0,340.95,25.39,41.43,29.1,22.36,8.12,23.27,17.8,17.42,31.19,5.36,2023,11
1105064,광진구,자양1동,2,25,1174.0,459.91,37.23,40.09,60.51,42.53,37.24,44.18,40.93,42.34,65.43,46.12,2023,11
1105064,광진구,자양1동,2,30,1189.0,394.81,30.07,46.81,36.08,31.87,19.65,45.8,30.34,32.75,36.18,35.69,2023,11
1105064,광진구,자양1동,2,35,896.0,262.21,17.32,31.3,18.82,30.66,3.0,24.88,22.76,23.09,24.01,17.8,2023,11
1105064,광진구,자양1동,2,40,884.0,157.99,14.32,23.15,11.32,21.15,9.27,12.21,14.75,19.89,21.49,18.38,2023,11
1105064,광진구,자양1동,2,45,1005.0,169.61,10.64,27.25,8.01,19.89,27.36,13.39,17.77,19.8,17.07,39.15,2023,11
1105064,광진구,자양1동,2,50,1038.0,154.31,14.54,21.25,9.14,17.72,27.01,6.51,18.89,13.86,22.7,47.58,2023,11
1105064,광진구,자양1동,2,55,962.0,158.04,12.75,30.21,13.06,27.12,23.28,5.15,20.69,15.75,12.16,43.24,2023,11
1105064,광진구,자양1동,2,60,730.0,128.98,13.46,29.12,11.08,26.84,21.43,2.96,24.03,8.55,7.41,33.96,2023,11
1105064,광진구,자양1동,2,65,582.0,140.22,15.78,21.31,24.05,26.32,30.3,1.05,18.0,20.18,16.07,35.66,2023,11
1105064,광진구,자양1동,2,70,419.6,93.79,10.05,27.96,1.3,25.1,27.72,0.63,19.15,10.83,6.06,47.07,2023,11
1105064,광진구,자양1동,2,75,626.4,234.78,19.79,44.17,7.96,37.18,13.85,0.48,28.55,33.52,29.04,39.23,2023,11
1105065,광진구,자양2동,1,20,941.0,125.13,14.26,15.03,13.45,13.03,19.74,13.99,21.47,4.32,9.63,14.67,2023,11
1105065,광진구,자양2동,1,25,992.0,154.85,21.4,19.37,16.11,18.04,39.66,28.93,23.82,19.9,13.63,49.11,2023,11
1105065,광진구,자양2동,1,30,1243.0,277.19,43.05,34.5,35.33,35.62,59.62,54.03,37.66,29.2,32.53,49.23,2023,11
1105065,광진구,자양2동,1,35,1192.0,247.13,32.82,24.8,22.82,23.85,17.81,49.08,27.23,20.27,28.9,32.35,2023,11
1105065,광진구,자양2동,1,40,1124.0,150.14,17.48,11.22,20.26,11.9,25.48,23.69,15.71,14.73,14.65,27.77,2023,11
1105065,광진구,자양2동,1,45,1093.0,144.58,19.36,15.02,17.39,10.45,21.55,20.85,14.74,10.4,11.16,18.69,2023,11
1105065,광진구,자양2동,1,50,1019.0,109.43,8.68,7.35,15.92,5.69,18.69,11.14,7.72,10.63,18.17,11.58,2023,11
1105065,광진구,자양2동,1,55,1095.0,121.94,12.02,7.25,15.19,4.55,10.17,10.66,8.16,13.85,9.97,12.59,2023,11
1105065,광진구,자양2동,1,60,899.0,98.44,8.38,9.71,9.89,6.68,10.76,6.35,7.93,7.54,3.46,19.19,2023,11
1105065,광진구,자양2동,1,65,542.0,69.7,5.87,3.57,16.5,4.04,7.22,2.37,4.29,3.67,8.36,12.88,2023,11
1105065,광진구,자양2동,1,70,354.55,47.94,6.82,3.36,0.42,3.47,9.57,0.92,4.36,3.66,2.32,3.17,2023,11
1105065,광진구,자양2동,1,75,448.45,115.83,6.52,10.2,19.72,12.09,6.39,2.48,8.73,2.72,14.12,7.91,2023,11
1105065,광진구,자양2동,2,20,818.0,130.71,14.71,13.05,12.64,7.35,8.1,15.81,6.85,10.97,6.97,16.06,2023,11
1105065,광진구,자양2동,2,25,989.0,172.33,12.32,10.95,16.23,9.33,14.91,32.81,9.5,21.52,25.42,11.82,2023,11
1105065,광진구,자양2동,2,30,1211.0,257.95,16.21,23.91,27.66,23.27,10.5,48.4,18.65,25.27,24.81,10.41,2023,11
1105065,광진구,자양2동,2,35,1136.0,224.6,14.71,21.35,16.43,22.04,13.1,41.89,15.57,20.72,29.15,19.47,2023,11
1105065,광진구,자양2동,2,40,1095.0,148.82,10.33,16.68,12.18,14.03,17.37,18.2,12.33,16.83,17.82,14.76,2023,11
1105065,광진구,자양2동,2,45,1088.0,146.11,5.21,18.99,10.63,16.61,2.61,16.38,14.2,13.89,14.44,7.78,2023,11
1105065,광진구,자양2동,2,50,1172.0,120.93,6.5,9.79,9.9,11.92,15.94,9.5,12.39,8.26,14.22,21.06,2023,11
1105065,광진구,자양2동,2,55,1175.0,137.33,9.22,12.54,12.76,12.66,15.98,8.04,12.28,13.48,14.32,23.75,2023,11
1105065,광진구,자양2동,2,60,870.0,100.73,9.02,11.92,9.14,12.52,21.7,5.03,8.13,8.17,6.26,13.67,2023,11
1105065,광진구,자양2동,2,65,597.0,95.38,6.13,8.86,16.23,10.09,15.53,1.55,10.26,11.44,13.11,10.77,2023,11
1105065,광진구,자양2동,2,70,384.45,63.29,3.36,10.19,1.81,9.64,11.26,0.66,6.83,8.14,4.84,14.88,2023,11
1105065,광진구,자양2동,2,75,618.55,202.93,28.58,19.17,18.03,26.19,13.13,1.08,18.95,21.44,16.27,14.88,2023,11
1105066,광진구,자양3동,1,20,960.0,75.2,8.41,7.8,5.87,8.05,12.79,17.62,8.68,3.3,7.35,19.01,2023,11
1105066,광진구,자양3동,1,25,1050.0,91.65,10.31,8.55,6.17,9.35,31.46,31.98,9.25,9.05,11.02,28.06,2023,11
1105066,광진구,자양3동,1,30,1168.0,126.23,16.72,13.24,10.32,11.67,32.63,50.76,11.87,14.93,12.08,16.16,2023,11
1105066,광진구,자양3동,1,35,1107.0,107.84,13.75,12.5,10.76,10.18,32.34,40.61,13.13,12.36,10.79,34.72,2023,11
1105066,광진구,자양3동,1,40,1255.0,101.32,12.44,8.27,12.09,9.72,31.2,29.03,9.08,11.46,11.09,33.49,2023,11
1105066,광진구,자양3동,1,45,1180.0,87.76,11.09,9.72,7.51,7.87,39.15,23.43,7.4,5.09,7.94,27.72,2023,11
1105066,광진구,자양3동,1,50,1159.0,69.06,8.6,6.01,5.16,5.53,38.33,12.12,6.45,4.7,11.04,26.11,2023,11
1105066,광진구,자양3동,1,55,1240.0,77.52,6.57,4.84,5.5,3.71,24.56,11.96,4.43,6.58,6.01,16.23,2023,11
1105066,광진구,자양3동,1,60,929.0,60.14,5.42,5.03,4.17,3.32,14.13,7.36,3.81,3.73,2.54,16.34,2023,11
1105066,광진구,자양3동,1,65,526.0,56.0,4.57,3.61,9.16,3.34,10.22,2.29,3.93,2.3,5.99,7.59,2023,11
1105066,광진구,자양3동,1,70,368.32,36.54,5.18,3.9,0.42,3.08,7.15,0.79,4.23,1.33,2.36,1.41,2023,11
1105066,광진구,자양3동,1,75,546.68,167.8,10.84,40.19,31.27,12.03,15.73,1.08,17.31,6.19,21.9,17.0,2023,11
1105066,광진구,자양3동,2,20,959.0,83.77,9.24,9.55,3.91,8.09,30.61,22.29,7.97,5.28,4.19,30.33,2023,11
1105066,광진구,자양3동,2,25,1143.0,104.28,9.82,9.1,7.28,9.4,20.43,36.1,7.77,8.77,7.3,20.24,2023,11
1105066,광진구,자양3동,2,30,1299.0,131.84,7.6,11.74,6.79,11.77,18.05,48.73,8.45,11.03,7.88,7.15,2023,11
1105066,광진구,자양3동,2,35,1254.0,113.51,6.29,11.67,4.06,12.83,21.43,36.21,7.73,7.82,10.57,18.19,2023,11
1105066,광진구,자양3동,2,40,1315.0,98.23,6.76,10.28,4.97,10.95,18.79,19.5,8.61,8.92,9.96,27.93,2023,11
1105066,광진구,자양3동,2,45,1271.0,92.92,5.47,10.49,4.47,11.55,23.5,19.39,8.63,6.65,7.28,25.87,2023,11
1105066,광진구,자양3동,2,50,1358.0,81.16,5.21,10.84,4.32,9.44,14.31,9.52,9.06,4.7,8.79,23.65,2023,11
1105066,광진구,자양3동,2,55,1267.0,79.15,5.42,10.21,3.75,8.81,20.48,7.25,7.56,4.99,5.01,20.29,2023,11
1105066,광진구,자양3동,2,60,903.0,61.55,4.19,8.72,4.03,6.4,10.09,4.02,5.85,4.64,3.59,18.35,2023,11
1105066,광진구,자양3동,2,65,543.0,64.62,3.45,10.06,8.44,7.39,8.39,1.06,6.72,5.95,7.16,11.08,2023,11
1105066,광진구,자양3동,2,70,452.33,55.1,4.9,11.08,1.16,5.44,6.51,0.56,6.68,5.79,3.69,4.84,2023,11
1105066,광진구,자양3동,2,75,729.67,263.55,16.26,70.54,13.77,36.69,22.79,0.92,35.07,17.15,23.59,19.35,2023,11
1105067,광진구,자양4동,1,20,912.0,246.71,21.95,22.62,22.9,26.85,13.69,21.2,28.51,11.62,15.71,13.57,2023,11
1105067,광진구,자양4동,1,25,1314.0,390.76,34.5,35.99,44.74,36.12,44.05,42.38,43.05,54.45,52.34,32.73,2023,11
1105067,광진구,자양4동,1,30,1305.0,361.71,39.05,32.27,48.65,30.06,43.4,68.74,40.51,33.16,26.91,43.0,2023,11
1105067,광진구,자양4동,1,35,1110.0,277.47,44.47,34.89,31.1,30.12,30.48,49.98,33.98,25.42,27.11,43.93,2023,11
1105067,광진구,자양4동,1,40,1170.0,285.8,40.27,30.79,36.3,28.4,40.99,27.02,39.91,26.25,30.09,46.42,2023,11
1105067,광진구,자양4동,1,45,1251.0,309.13,36.52,23.95,42.25,24.72,14.59,27.37,26.89,33.95,15.0,28.93,2023,11
1105067,광진구,자양4동,1,50,1578.0,298.89,34.49,19.19,42.26,17.17,36.86,19.72,21.5,24.98,48.52,29.22,2023,11
1105067,광진구,자양4동,1,55,1456.0,291.64,39.47,27.45,40.39,18.22,17.81,13.99,22.65,36.26,10.47,24.71,2023,11
1105067,광진구,자양4동,1,60,1040.0,227.52,25.46,25.21,32.59,24.37,29.46,7.65,24.79,24.26,5.73,42.45,2023,11
1105067,광진구,자양4동,1,65,731.0,164.44,24.22,13.29,31.26,14.19,22.24,3.0,18.77,13.19,22.04,24.25,2023,11
1105067,광진구,자양4동,1,70,354.03,85.51,12.78,10.22,3.48,10.97,5.54,0.92,10.73,9.66,3.93,7.32,2023,11
1105067,광진구,자양4동,1,75,546.97,150.49,15.06,14.89,24.3,14.41,16.62,1.7,21.02,6.7,13.92,16.47,2023,11
1105067,광진구,자양4동,2,20,1038.0,309.87,25.84,30.67,34.72,18.8,21.03,25.39,22.15,26.59,12.29,10.42,2023,11
1105067,광진구,자양4동,2,25,1365.0,451.36,19.16,25.08,36.75,19.42,10.35,55.06,18.66,48.33,48.02,6.84,2023,11
